58,"701600","タマモキャット"
,"宝具","燦々日光午睡宮酒池肉林","敵全体に強力な攻撃[{0}] ＋ 自身に毎ターンＨＰ回復状態を付与(3ターン)<オーバーチャージで効果UP>＆スタン状態を付与(2ターン)【デメリット】","さんさんにっこう　ひるやすみしゅちにくりん","対人宝具","D"
,"宝具","燦々日光午睡宮酒池肉林","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g] ＋ 自身に毎ターンＨＰ回復状態を付与(3ターン)[g][o]▲[/o][/g]<オーバーチャージで効果UP>＆スタン状態を付与(2ターン)【デメリット】","さんさんにっこう　ひるやすみしゅちにくりん","対人宝具","D+"
,"技能","怪力 B","自身の攻撃力をアップ[{0}](2ターン)"
,"技能","呪術 E","敵単体のチャージを低確率で減らす[{0}]"
,"技能","変化 B","自身の防御力をアップ[{0}](3ターン)"
,"技能","変化（ランチ） A","自身の防御力をアップ[{0}](3ターン)＆最大HPがアップする状態を付与[{0}](3ターン)[g][o]▲[/o][/g]＆弱体無効状態を付与(1ターン)[g][o]▲[/o][/g]"
,"被动","狂化 C","自身のBusterカードの性能を少しアップ"
59,"900100","ジャンヌ・ダルク"
,"宝具","我が神はここにありて","味方全体に無敵状態を付与(1ターン)＆防御力をアップ[{0}](3ターン)＆毎ターンHP回復状態を付与(2ターン)<オーバーチャージで効果アップ> ＋ 自身にスタン状態を付与(2ターン)【デメリット】","リュミノジテ・エテルネッル","結界宝具","A-"
,"宝具","我が神はここにありて","味方全体に無敵状態を付与(1ターン)＆防御力をアップ[{0}](3ターン)＆毎ターンHP回復状態を付与(2ターン)<オーバーチャージで効果アップ>＆弱体状態を解除[g][o]▲[/o][/g]","リュミノジテ・エテルネッル","結界宝具","A"
,"技能","啓示 A","自身に毎ターンスター獲得を付与[{0}](3ターン)"
,"技能","真名看破 B","敵単体〔サーヴァント〕の宝具威力を大ダウン[{0}](1ターン)"
,"技能","神明裁決 A","敵単体〔サーヴァント〕を確率で行動不能状態にする[{0}](1ターン)"
,"被动","対魔力 EX","自身の弱体耐性をアップ"
60,"200900","オリオン"
,"宝具","月女神の愛矢恋矢","敵単体に超強力な攻撃[{0}]＆攻撃力を大ダウン(3ターン)＆チャージを中確率で減らす<オーバーチャージで確率アップ>","トライスター・アモーレ・ミオ","対人宝具","A+"
,"宝具","月女神の愛矢恋矢","敵単体に超強力な攻撃[{0}][g][o]▲[/o][/g]＆攻撃力を大ダウン(3ターン)＆チャージを減らす[g][o]▲[/o][/g]＆クリティカル発生率をダウン(3ターン)[g][o]▲[/o][/g]<オーバーチャージで効果アップ>","トライスター・アモーレ・ミオ","対人宝具","A+"
,"技能","女神の寵愛 EX","自身の防御力を大アップ[{0}](1ターン)＆攻撃力をアップ(3ターン)＆弱体耐性をアップ(3ターン)"
,"技能","移り気への楔 A+","自身に〔男性〕特攻状態を付与[{0}](1ターン)"
,"技能","心眼（偽） B-","自身に回避状態を付与(1ターン)＆クリティカル威力をアップ[{0}](3ターン)"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","単独行動 A+","自身のクリティカル威力をアップ"
61,"502600","エリザベート・バートリー〔ハロウィン〕"
,"宝具","鮮血特上魔嬢","敵全体に強力な防御力無視攻撃[{0}]＆呪い状態を付与(3ターン)<オーバーチャージで効果UP>","バートリ・ハロウィン・エルジェーベト","対人宝具","E-"
,"技能","無辜の怪物 EX","自身に毎ターンスター獲得状態を付与[{0}](3ターン)
＆HPを回復[{0}]"
,"技能","魔力放出（かぼちゃ） A","自身のBusterカード性能をアップ[{0}](1ターン) ＋ 敵全体にやけど状態を付与(10ターン)"
,"技能","出演続行 A","自身にガッツ状態(1回・5ターン)を付与[{0}]＆スターを獲得"
,"被动","陣地作成 B","自身のArtsカードの性能をアップ"
,"被动","道具作成 A","自身の弱体付与成功率をアップ"
62,"500300","玉藻の前"
,"宝具","水天日光天照八野鎮石","味方全体のスキルチャージを1進める＆HPを回復[{0}]＆NPを増やす<オーバーチャージで効果UP>","すいてんにっこう　あまてらすやのしずいし","対軍宝具","D-"
,"宝具","水天日光天照八野鎮石","味方全体のスキルチャージを1進める＆HPを回復[{0}][g][o]▲[/o][/g]＆NPを増やす<オーバーチャージで効果UP>","すいてんにっこう　あまてらすやのしずいし","対軍宝具","D"
,"技能","呪術 EX","敵単体のチャージを高確率で減らす[{0}]"
,"技能","変化 A","自身の防御力を大アップ(1ターン)＆防御力をアップ[{0}](3ターン)"
,"技能","狐の嫁入り EX","味方単体のArtsカード性能をアップ[{0}](3ターン)"
,"技能","狐の嫁入り EX","味方単体のArtsカード性能をアップ[{0}](3ターン)＆HPを回復[{0}][g][o]▲[/o][/g]"
,"被动","陣地作成 C","自身のArtsカードの性能を少しアップ"
,"被动","神性 A","自身に与ダメージプラス状態を付与"
63,"200600","ダビデ"
,"宝具","五つの石","自身に必中状態を付与(1ターン) ＋ 敵単体に超強力な攻撃[{0}]＆高確率でスキル封印状態を付与(1ターン)<オーバーチャージで確率UP>","ハメシュ・ アヴァニム","対人宝具","C-"
,"技能","神の加護 A","自身の防御力を大アップ(1ターン)＆HPを回復[{0}]"
,"技能","治癒の竪琴 B","味方全体の精神異常状態を解除＆回避付与(1回)＆HPを回復[{0}]"
,"技能","カリスマ B","味方全体の攻撃力をアップ[{0}](3ターン)"
,"被动","対魔力 A","自身の弱体耐性をアップ"
,"被动","単独行動 A","自身のクリティカル威力をアップ"
64,"301600","ヘクトール"
,"宝具","不毀の極槍","敵全体に強力な防御力無視攻撃[{0}]＆防御力をダウン(3ターン)<オーバーチャージで効果UP>","ドゥリンダナ","対軍宝具","A-"
,"宝具","不毀の極槍","敵全体に強力な防御力無視攻撃[{0}][g][o]▲[/o][/g]＆防御力をダウン(3ターン)<オーバーチャージで効果UP>","ドゥリンダナ","対軍宝具","A"
,"技能","軍略 C+","味方全体の宝具威力をアップ[{0}](1ターン)"
,"技能","友誼の証明 C","敵単体に中確率でスタン状態を付与[{0}](1ターン)＆チャージを中確率で減らす[{0}]"
,"技能","仕切り直し B","自身の弱体状態を解除＆HPを回復[{0}]"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
65,"400300","フランシス・ドレイク"
,"宝具","黄金鹿と嵐の夜","敵全体に強力な攻撃[{0}] ＋ スターを大量獲得<オーバーチャージで効果UP>","ゴールデン・ワイルドハント","対軍宝具","A"
,"宝具","黄金鹿と嵐の夜","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g] ＋ スターを大量獲得<オーバーチャージで効果UP>","ゴールデン・ワイルドハント","対軍宝具","A+"
,"技能","嵐の航海者 A+","味方全体の宝具威力をアップ[{0}](1ターン)＆攻撃力をアップ[{0}](1ターン)"
,"技能","黄金律 B","自身のNP獲得量アップ[{0}](3ターン)"
,"技能","星の開拓者 EX","自身のNPを増やす[{0}]＆無敵貫通状態を付与(3ターン) ＋ スターを獲得"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
66,"400900","アン・ボニー＆メアリー・リード"
,"宝具","比翼にして連理","敵単体に自身のHPが少ないほど威力の高い超強力な攻撃[{0}]<オーバーチャージで特攻威力アップ>","カリビアン・フリーバード","対人宝具","C+"
,"宝具","比翼にして連理","敵単体に自身のHPが少ないほど威力の高い超強力な攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>","カリビアン・フリーバード","対人宝具","C++"
,"技能","航海 A","自身のスター発生率を大アップ[{0}](3ターン)"
,"技能","射撃 B","自身のクリティカル威力をアップ[{0}](1ターン)"
,"技能","コンビネーション C","自身の攻撃力をアップ[{0}](1ターン)＆スター集中度をアップ[{0}](1ターン)"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
67,"501700","メディア〔リリィ〕"
,"宝具","修補すべき全ての疵","味方全体の弱体状態を解除＆HP大回復[{0}]＆弱体耐性大アップ(3ターン)<オーバーチャージで効果UP>","ペインブレイカー","対魔術宝具","C-"
,"宝具","修補すべき全ての疵","味方全体の弱体状態を解除＆HP大回復[{0}][g][o]▲[/o][/g]＆弱体耐性大アップ(3ターン)[g][o]▲[/o][/g]<オーバーチャージで効果UP>","ペインブレイカー","対魔術宝具","C"
,"技能","高速神言 A","自身のNPをものすごく増やす[{0}]"
,"技能","耐毒 A","味方全体の毒状態を解除＆HPを回復[{0}]"
,"技能","耐毒 A++","味方全体の毒状態を解除＆HPを回復[{0}][g][o]▲[/o][/g]"
,"技能","うたかたの恋 B","味方単体のHP回復量をアップ[{0}](1ターン)"
,"被动","陣地作成 B","自身のArtsカードの性能をアップ"
,"被动","道具作成 B","自身の弱体付与成功率をアップ"
68,"102700","沖田総司"
,"宝具","無明三段突き","敵単体に超強力な防御力無視攻撃[{0}]＆防御力を大ダウン(3ターン)<オーバーチャージで効果UP>","むみょうさんだんづき","対人魔剣","－"
,"技能","縮地 B","自身のQuickカード性能をアップ[{0}](1ターン)"
,"技能","病弱 A","自身のスター集中度を大アップ[{0}](1ターン)"
,"技能","心眼（偽） A","自身に回避状態を付与(1ターン)＆クリティカル威力をアップ[{0}](3ターン)"
,"被动","対魔力 E","自身の弱体耐性を少しアップ"
,"被动","騎乗 E","自身のQuickカードの性能を少しアップ"
69,"202400","織田信長"
,"宝具","三千世界","敵全体に強力な〔騎乗スキル〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>","さんだんうち","対軍宝具","E～A"
,"技能","戦略 B","味方全体のNP獲得量をアップ[{0}](3ターン)"
,"技能","天下布武 A","自身に〔神性〕特攻状態を付与[{0}](1ターン)"
,"技能","魔王 A","自身のスター集中度をアップ[{0}](3ターン)＆クリティカル威力をアップ[{0}](3ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","単独行動 B","自身のクリティカル威力をアップ"
70,"301300","スカサハ"
,"宝具","貫き穿つ死翔の槍","敵単体にスタン状態を付与(1ターン)＆超強力な攻撃[{0}]＆中確率で即死効果<オーバーチャージで確率UP>","ゲイ・ボルク・オルタナティブ","対人宝具","B"
,"宝具","貫き穿つ死翔の槍","敵単体にスタン状態を付与(1ターン)＆超強力な攻撃[{0}][g][o]▲[/o][/g]＆中確率で即死効果[g][o]▲[/o][/g]<オーバーチャージで確率UP>","ゲイ・ボルク・オルタナティブ","対人宝具","B+"
,"技能","魔境の智慧 A+","自身にさまざまな効果をランダムで付与[{0}]"
,"技能","原初のルーン","味方単体のQuickカード性能をアップ[{0}](1ターン)"
,"技能","神殺し B","自身に〔神性〕特攻状態を付与[{0}](1ターン)＆〔死霊〕特攻状態を付与[{0}](1ターン)"
,"被动","対魔力 A","自身の弱体耐性をアップ"
71,"300200","ディルムッド・オディナ"
,"宝具","破魔の紅薔薇、必滅の黄薔薇","敵単体に超強力な攻撃[{0}]＆強化状態を解除＆呪い状態を付与(5ターン)<オーバーチャージで効果UP>","ゲイ・ジャルグ＆ゲイ・ボウ","対人宝具","B"
,"宝具","破魔の紅薔薇、必滅の黄薔薇","敵単体に超強力な攻撃[{0}][g][o]▲[/o][/g]＆強化状態を解除＆呪い状態を付与(5ターン)<オーバーチャージで効果UP>","ゲイ・ジャルグ＆ゲイ・ボウ","対人宝具","B+"
,"技能","心眼（真） B","自身に回避状態を付与(1ターン)＆防御力をアップ[{0}](3ターン)"
,"技能","愛の黒子 C","敵全体〔女性〕の攻撃力を大ダウン[{0}](1ターン)"
,"技能","騎士の武略 B","自身のスター発生率を大アップ[{0}](3ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
72,"101400","フェルグス・マック・ロイ"
,"宝具","虹霓剣","敵全体に強力な攻撃[{0}]＆防御力をダウン(3ターン)＆弱体耐性をダウン(3ターン)<オーバーチャージで効果UP>","カラドボルグ","対軍宝具","A+"
,"宝具","虹霓剣","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆防御力をダウン(3ターン)＆弱体耐性をダウン(3ターン)<オーバーチャージで効果UP>","カラドボルグ","対軍宝具","A+"
,"技能","勇猛 A","自身の攻撃力をアップ[{0}](3ターン)＆精神異常耐性をアップ[{0}](3ターン)"
,"技能","反骨の相 B","自身の防御力をアップ[{0}](3ターン)＆攻撃強化成功率ダウン(3ターン)【デメリット】"
,"技能","心眼（真） A","自身に回避状態を付与(1ターン)＆防御力をアップ[{0}](3ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
73,"402200","アルトリア・ペンドラゴン〔サンタオルタ〕"
,"宝具","約束された勝利の剣","敵全体にとても強力な攻撃[{0}] ＋ 自身のNPを少しリチャージ<オーバーチャージで効果UP>","エクスカリバー・モルガン","対城宝具","A++"
,"技能","聖者の贈り物 EX","味方単体のHPを大回復[{0}]＆スター発生率アップ(3ターン)"
,"技能","直感 A","スターを大量獲得[{0}]"
,"技能","魔力放出 A-","自身のBusterカード性能をアップ[{0}](1ターン)"
,"被动","対魔力 A","自身の弱体耐性をアップ"
,"被动","騎乗 A","自身のQuickカードの性能をアップ"
74,"500400","ナーサリー・ライム"
,"宝具","誰かの為の物語","敵全体に強力な攻撃[{0}]＆確率でチャージを減らす<オーバーチャージで確率UP>＆防御力をダウン(3ターン)","ナーサリー・ライム","対人宝具","C-"
,"宝具","誰かの為の物語","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆確率でチャージを減らす<オーバーチャージで確率UP>＆防御力をダウン(3ターン)","ナーサリー・ライム","対人宝具","C"
,"技能","自己改造 A","自身のクリティカル威力をアップ[{0}](3ターン)＆スター集中度をアップ[{0}](3ターン)"
,"技能","変化 A+","自身の防御力を大アップ(1ターン)＆防御力をアップ[{0}](3ターン)＆弱体耐性をアップ[{0}](3ターン)"
,"技能","一方その頃 A","自身のNPを増やす[{0}]＆HPを回復[{0}]＆自身の弱体状態を解除"
,"被动","陣地作成 A","自身のArtsカードの性能をアップ"
75,"600500","ジャック・ザ・リッパー"
,"宝具","解体聖母","自身に〔女性〕特攻状態を付与(1ターン)<オーバーチャージで効果UP> ＋ 敵単体に超強力な防御力無視攻撃[{0}]","マリア・ザ・リッパー","対人宝具","D"
,"宝具","解体聖母","自身に〔女性〕特攻状態を付与(1ターン)<オーバーチャージで効果UP> ＋ 敵単体に超強力な防御力無視攻撃[{0}][g][o]▲[/o][/g]","マリア・ザ・リッパー","対人宝具","D+"
,"技能","霧夜の殺人 A","自身のQuickカード性能をアップ[{0}](1ターン)＆回避状態を付与(1ターン)"
,"技能","情報抹消 B","敵単体の強化状態を解除＆クリティカル発生率をダウン[{0}](3ターン)"
,"技能","外科手術 E","味方単体のHPを回復[{0}]"
,"被动","気配遮断 A+","自身のスター発生率をアップ"
76,"100900","モードレッド"
,"宝具","我が麗しき父への叛逆","敵全体に強力な〔アーサー〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>＋自身のNPを少しリチャージする<オーバーチャージで効果アップ>","クラレント・ブラッドアーサー","対軍宝具","A+"
,"宝具","我が麗しき父への叛逆","敵全体に強力な〔アーサー〕特攻攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>＋自身のNPを少しリチャージする[g][o]▲[/o][/g]<オーバーチャージで効果アップ>","クラレント・ブラッドアーサー","対軍宝具","A+"
,"技能","魔力放出 A","自身のBusterカード性能をアップ[{0}](1ターン)"
,"技能","直感 B","スターを大量獲得[{0}]"
,"技能","不貞隠しの兜 EX","自身の弱体状態を解除＆防御力を大アップ[{0}](1ターン)＆NPを増やす[{0}]"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
77,"201100","ニコラ・テスラ"
,"宝具","人類神話・雷電降臨","敵全体に強力な〔天または地の力を持つサーヴァント〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>＆低確率でスタン状態を付与(1ターン) ＋ 自身のHPを500減らす【デメリット】","システム・ケラウノス","対城宝具","EX"
,"宝具","人類神話・雷電降臨","敵全体に強力な〔天または地の力を持つサーヴァント〕特攻攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>＆中確率でスタン状態を付与(1ターン)[g][o]▲[/o][/g] ＋ 自身のHPを500減らす【デメリット】","システム・ケラウノス","対城宝具","EX"
,"技能","ガルバニズム A","自身のNP獲得量をアップ[{0}](3ターン)"
,"技能","天賦の叡智 A","自身にさまざまな効果をランダムで付与[{0}]"
,"技能","天賦の叡智 EX","自身にさまざまな効果をランダムで付与[{0}][g][o]▲[/o][/g]"
,"技能","星の開拓者 EX","自身のNPを増やす[{0}]＆無敵貫通状態を付与(3ターン) ＋ スターを獲得"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","単独行動 B","自身のクリティカル威力をアップ"
78,"301900","アルトリア・ペンドラゴン〔オルタ〕"
,"宝具","最果てにて輝ける槍","敵全体に強力な防御力無視攻撃[{0}]＆中確率で宝具封印状態を付与(1ターン)＆呪い状態を付与(5ターン)<オーバーチャージで効果アップ>","ロンゴミニアド","対城宝具","A++"
,"宝具","最果てにて輝ける槍","敵全体に強力な防御力無視攻撃[{0}][g][o]▲[/o][/g]＆中確率で宝具封印状態を付与(1ターン)＆呪い状態を付与(5ターン)[g][o]▲[/o][/g]<オーバーチャージで効果アップ>","ロンゴミニアド","対城宝具","EX"
,"技能","魔力放出 A+","自身のBusterカード性能をアップ[{0}](1ターン)"
,"技能","最果ての加護 A","自身のスター集中度をアップ[{0}](1ターン)＆クリティカル威力をアップ[{0}](1ターン)＋スターを獲得[{0}]"
,"技能","カリスマ E","味方全体の攻撃力をアップ[{0}](3ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 A","自身のQuickカードの性能をアップ"
79,"501000","ヴァン・ホーエンハイム・パラケルスス"
,"宝具","元素使いの魔剣","敵全体にやや強力な攻撃[{0}]＆攻撃力をダウン(3ターン)<オーバーチャージで効果アップ>","ソード・オブ・パラケルスス","対軍宝具","A+"
,"宝具","元素使いの魔剣","敵全体にやや強力な攻撃[{0}][g][o]▲[/o][/g]＆攻撃力をダウン(3ターン)<オーバーチャージで効果アップ>","ソード・オブ・パラケルスス","対軍宝具","A+"
,"技能","高速詠唱 A","自身のNPをすごく増やす[{0}]"
,"技能","エレメンタル A+","味方全体のArtsカード性能をアップ[{0}](3ターン)"
,"技能","賢者の石 A","味方単体にガッツ状態(1回・3ターン)を付与[{0}]"
,"技能","賢者の石 A+","味方単体にガッツ状態(1回・3ターン)を付与[{0}]＆NP獲得量をアップ[{0}](3ターン)[g][o]▲[/o][/g]"
,"被动","陣地作成 A","自身のArtsカードの性能をアップ"
,"被动","道具作成 EX","自身の弱体付与成功率をアップ"
80,"501100","チャールズ・バベッジ"
,"宝具","絢爛なりし灰燼世界","敵全体に強力な攻撃[{0}]＆防御力をダウン(3ターン)<オーバーチャージで効果アップ>","ディメンジョン・オブ・スチーム","対軍宝具","A+"
,"宝具","絢爛なりし灰燼世界","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆防御力をダウン(3ターン)<オーバーチャージで効果アップ>","ディメンジョン・オブ・スチーム","対軍宝具","EX"
,"技能","一意専心 C","自身のNP獲得量をアップ[{0}](3ターン)＆スター集中度をアップ[{0}](1ターン)"
,"技能","機関の鎧 EX","自身の攻撃力をアップ[{0}](1ターン)＆自身に無敵状態を付与(1ターン)"
,"技能","機関の鎧 EX","自身の攻撃力をアップ[{0}](3ターン)[g][o]▲[/o][/g]＆自身に無敵状態を付与(1ターン)"
,"技能","オーバーロード D","自身の宝具威力を大アップ[{0}](1ターン)＆やけど状態を付与[{0}](5ターン)【デメリット】"
,"被动","道具作成(偽) A","自身の弱体付与成功率をアップ"
81,"600700","ヘンリー・ジキル＆ハイド"
,"宝具","密やかなる罪の遊戯","自身の人格を入れ替える＆最大HP大アップ[{0}]＆HP全回復＆Busterカード性能アップ<オーバーチャージで効果UP>","デンジャラス・ゲーム","対人宝具","C"
,"宝具","密やかなる罪の遊戯","自身の人格を入れ替える＆最大HP大アップ[{0}][g][o]▲[/o][/g]＆HP全回復＆Busterカード性能アップ[g][o]▲[/o][/g]<オーバーチャージで効果UP>","デンジャラス・ゲーム","対人宝具","C+"
,"宝具","密やかなる罪の遊戯","使用不能","デンジャラス・ゲーム","対人宝具","C"
,"宝具","密やかなる罪の遊戯","使用不能","デンジャラス・ゲーム","対人宝具","C+"
,"宝具","？？？","不明","？？？","不明","？"
,"技能","怪力 B","自身の攻撃力をアップ[{0}](3ターン)＆ハイド時さらに攻撃力をアップ[{0}](3ターン)"
,"技能","恐慌の声 A","自身のスタン状態付与成功率をアップ[{0}](1回)＆ハイド時さらにスタン状態付与成功率をアップ[{0}](1回) ＋ 敵単体に低確率でスタン状態を付与(1ターン)"
,"技能","自己改造 D","自身のクリティカル威力をアップ[{0}](3ターン)＆ハイド時さらにクリティカル威力をアップ[{0}](3ターン)"
,"被动","気配遮断 A","自身のスター発生率をアップ"
82,"700400","フランケンシュタイン"
,"宝具","磔刑の雷樹","敵全体にかなり強力な攻撃[{0}]＆クリティカル発生率をダウン(3ターン)<オーバーチャージで効果アップ> ＋ 自身にスタン状態を付与(2ターン)【デメリット】","ブラステッド・ツリー","対軍宝具","D～B"
,"宝具","磔刑の雷樹","敵全体にかなり強力な攻撃[{0}][g][o]▲[/o][/g]＆クリティカル発生率をダウン(3ターン)[g][o]▲[/o][/g]<オーバーチャージで効果アップ> ＋ 自身にスタン状態を付与(2ターン)【デメリット】","ブラステッド・ツリー","対軍宝具","D～B+"
,"技能","ガルバニズム B","自身のNP獲得量をアップ[{0}](3ターン)"
,"技能","虚ろなる生者の嘆き D","敵単体に中確率でスタン状態を付与(1ターン)＆防御力をダウン[{0}](1ターン)"
,"技能","虚ろなる生者の嘆き C","敵単体に中確率でスタン状態を付与(1ターン)＆防御力をダウン[{0}][g][o]▲[/o][/g](1ターン)"
,"技能","オーバーロード C","自身の宝具威力を大アップ[{0}](1ターン)＆やけど状態を付与[{0}](5ターン)【デメリット】"
,"被动","狂化 D","自身のBusterカードの性能を少しアップ"
84,"201500","アルジュナ"
,"宝具","破壊神の手翳","敵全体に強力な攻撃[{0}]＆低確率で即死＆さらに〔神性〕特性の相手に対して確率で即死＆防御力をダウン(3ターン)<オーバーチャージで効果アップ>","パーシュパタ","対人宝具","A+"
,"宝具","破壊神の手翳","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆中確率で即死[g][o]▲[/o][/g]＆さらに〔神性〕特性の相手に対して確率で即死[g][o]▲[/o][/g]＆防御力をダウン(3ターン)<オーバーチャージで効果アップ>","パーシュパタ","対人宝具","A+"
,"技能","千里眼 C+","自身のスター発生率をアップ[{0}](3ターン)"
,"技能","千里眼(射手) B+","自身のスター発生率をアップ[{0}][g][o]▲[/o][/g](3ターン)＆弱体無効状態を付与[g][o]▲[/o][/g](5ターン)"
,"技能","授かりの英雄 A","自身のNPを増やす＆毎ターンHP回復状態を付与[{0}](5ターン)＆毎ターンスター獲得状態を付与[{0}](5ターン)"
,"技能","魔力放出（炎） A","自身のBusterカード性能をアップ[{0}](1ターン)＆宝具威力をアップ[{0}](1ターン)"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","単独行動 A","自身のクリティカル威力をアップ"
,"被动","神性 B","自身に与ダメージプラス状態を付与"
85,"300400","カルナ"
,"宝具","日輪よ、死に随え","敵全体に強力な〔神性〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>","ヴァサヴィ・シャクティ","対神宝具","EX"
,"宝具","日輪よ、死に随え","敵全体に強力な〔神性〕特攻攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>＆Busterカード耐性をダウン[g][o]▲[/o][/g](3ターン)","ヴァサヴィ・シャクティ","対神宝具","EX"
,"技能","貧者の見識 A","敵単体の弱体耐性をダウン[{0}](1ターン)＆宝具封印状態を付与(1ターン)"
,"技能","魔力放出（炎） A","自身のBusterカード性能をアップ[{0}](1ターン)＆宝具威力をアップ[{0}](1ターン)"
,"技能","無冠の武芸","自身のNPを増やす＆スター発生率をアップ[{0}](3ターン)＆クリティカル威力をアップ[{0}](3ターン)"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","騎乗 A","自身のQuickカードの性能をアップ"
,"被动","神性 A","自身に与ダメージプラス状態を付与"
86,"601800","謎のヒロインX"
,"宝具","無銘勝利剣","敵単体に超強力な〔アルトリア顔〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>","ひみつかりばー","対人宝具","A+"
,"宝具","無銘勝利剣","敵単体に超強力な〔アルトリア顔〕特攻攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>","ひみつかりばー","対人宝具","EX"
,"技能","支援砲撃 EX","1ターン後に敵全体に中確率でスタン状態を付与する[{0}](1ターン)"
,"技能","直感 C+","スターを大量獲得[{0}]"
,"技能","セイバーの星 C++","自身に無敵状態を付与[g][o]▲[/o][/g](1ターン) ＋ スターを大量獲得[{0}][g][o]▲[/o][/g]"
,"技能","銀河流星剣 C","自身の〔セイバー〕に対する攻撃時のスター発生率を超アップ[{0}](3ターン)＆〔セイバー〕特攻状態を付与[{0}](3ターン)"
,"被动","コスモリアクター A","自身のスター発生率をアップ"
,"被动","騎乗 EX","自身のQuickカードの性能をアップ"
87,"301100","フィン・マックール"
,"宝具","無敗の紫靫草","敵全体に強力な攻撃[{0}]＆攻撃力をダウン[{0}](3ターン)<オーバーチャージで効果アップ>＋自身に精神異常無効状態を付与[{0}](3ターン)","マク・ア・ルイン","対軍宝具","A"
,"宝具","無敗の紫靫草","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆攻撃力をダウン[{0}](3ターン)<オーバーチャージで効果アップ>＋自身に精神異常無効状態を付与[{0}](3ターン)","マク・ア・ルイン","対軍宝具","A+"
,"技能","千里眼 B","自身のスター発生率をアップ[{0}](3ターン)"
,"技能","千里眼(麗) B++","味方全体のスター発生率をアップ[{0}][g][o]▲[/o][/g](3ターン)＆NP獲得量をアップ[{0}][g][o]▲[/o][/g](3ターン)"
,"技能","女難の美 A","自身への攻撃を確率で回避[{0}](1ターン)＆ターゲット集中状態を付与(1ターン)＆〔女性〕からの魅了耐性ダウン(3ターン)【デメリット】"
,"技能","魔術 B","自身のArtsカード性能をアップ[{0}](1ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","神性 D","自身に与ダメージプラス状態を付与"
88,"301200","ブリュンヒルデ"
,"宝具","死がふたりを分断つまで","敵単体に超強力な〔愛する者〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>＆味方全体のスター発生率をアップ(3ターン)","ブリュンヒルデ・ロマンシア","対人宝具","B"
,"宝具","死がふたりを分断つまで","敵単体に超強力な〔愛する者〕特攻攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>＆味方全体のスター発生率をアップ[g][o]▲[/o][/g](3ターン)","ブリュンヒルデ・ロマンシア","対人宝具","B+"
,"宝具","死がふたりを分断つまで","敵単体に超強力な〔愛する者〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>＆味方全体のスター発生率をアップ(3ターン)","ブリュンヒルデ・ロマンシア","対人宝具","B"
,"技能","魔力放出（炎） B","自身のBusterカード性能をアップ[{0}](1ターン)＆宝具威力をアップ[{0}](1ターン)"
,"技能","原初のルーン","敵単体のクリティカル発生率をダウン[{0}](3ターン)＆宝具威力をダウン[{0}](1ターン)"
,"技能","英雄の介添 C","味方単体のスター集中度をアップ[{0}](3ターン)＆HPを回復[{0}]"
,"技能","英雄の介添 C++","味方単体のスター集中度をアップ[{0}][g][o]▲[/o][/g](3ターン)＆クリティカル威力をアップ[{0}][g][o]▲[/o][/g](3ターン)＆HPを回復[{0}]"
